filename,class,cx,cy,area,perimeter,angle,aspectRatio,solidity,cy_iluWeight,cx_iluWeight,mean_Blue,mean_Green,mean_Red,minorAxis,majorAxis,xEllipse,yEllipse,angleIllumination,distanceIllumination
one_0.jpg,1,358,328,58389.9568627451,1356.7422013282776,158.53659057617188,0.18187138179259532,0.8241953432631399,352,296,59.806793230415835,92.06984089450394,86.75401141776172,124,685,526,767,349.67079777568597,32.15036211149513
one_1.jpg,1,358,323,63122.83137254902,1486.8254617452621,167.8732147216797,0.17421511080192922,0.8193554738776582,357,287,57.353394145762394,87.4745556215051,82.31617256568055,149,858,492,958,359.8640123209344,35.83091557577508
one_2.jpg,1,364,337,35980.870588235295,1321.5706285238266,150.77696228027344,0.36447934187857284,0.6976990135805642,342,299,49.753652310867324,82.24295334817792,75.45136588280019,76,209,362,324,329.3887765591373,43.2003407665399
one_3.jpg,1,334,379,29292.58823529412,1243.4284934997559,128.32334899902344,0.35962282571118337,0.697955458196422,313,365,57.837450543604746,90.18495860624397,84.6172823087409,67,188,328,373,304.35159078534144,24.675992895450324
one_4.jpg,1,351,399,26260.6431372549,1081.1442223787308,123.703369140625,0.3703428826472832,0.7541628866582775,338,394,64.03522461264073,97.5750752424479,92.28670159402519,64,173,354,404,288.7269179387919,12.841331151670396
one_5.jpg,1,336,335,51839.14117647059,1540.3645654916763,141.7027587890625,0.27607252494540974,0.792148629070371,325,309,60.333396490962144,95.17211717003296,90.31981128500512,81,295,351,356,336.678803312981,27.5840076781565
one_6.jpg,1,339,403,27601.266666666666,1100.3157958984375,119.93572235107422,0.3692062314068162,0.7623045336933288,325,398,63.67604836998798,97.6165759140089,92.53203450958206,66,179,345,409,289.5257575773322,14.027227644180137
one_7.jpg,1,371,342,30046.211764705884,1229.629504084587,156.5895233154297,0.2827377619467474,0.6456271759782979,356,312,63.09235606846473,98.37649118257261,91.3834932572614,69,246,367,322,333.9216260922709,32.97988387343232
one_8.jpg,1,364,348,31213.10980392157,1292.641696214676,151.8563232421875,0.3088458008283816,0.6839016084950043,348,319,64.16403618215845,97.42445414847161,90.90084217092951,70,226,363,339,331.1925329593915,32.495829462054544
one_9.jpg,1,380,344,36982.73333333333,1338.7422021627426,154.57476806640625,0.4257178320153781,0.7043426012966749,363,308,48.69355265245676,79.5757391442323,73.96776326228381,82,194,385,339,334.829766836348,38.812454651544584
one_10.jpg,1,376,348,28508.5568627451,1208.1147849559784,158.1162567138672,0.30585476827617586,0.6558304801571894,363,320,65.63303973781237,99.91362829441486,93.09200464290592,67,219,374,336,334.6649328208301,30.085123877373952
one_11.jpg,1,393,337,31365.172549019608,1280.8427070379257,168.7093963623047,0.30028682026080367,0.6463071623458025,382,305,60.95043632185336,96.81873233750504,89.08359988820223,71,237,393,321,342.1688389224956,32.834390727541596
one_12.jpg,1,383,353,28670.235294117647,1207.9310194253922,161.1272430419922,0.3524689196301075,0.6669997977418473,373,328,69.91969316407575,102.35242006652638,95.55726019957912,71,202,388,352,338.0829566115754,26.476674699246995
one_13.jpg,1,360,362,26762.254901960783,1182.8010771274567,146.77627563476562,0.2915676410114046,0.7043678594524682,345,341,69.52168385878251,104.13177393578381,97.04747203254395,63,216,353,347,324.98954249872793,25.42426351229289
one_14.jpg,1,329,362,30484.560784313726,1308.198045372963,134.63938903808594,0.2538039695908376,0.6798340116511052,307,341,61.77342652878846,97.30304481041746,90.33939742116686,65,259,288,319,313.75318280101135,30.315380090374934
one_15.jpg,1,309,378,32347.98431372549,1320.2396754026413,123.67710876464844,0.30156714788401384,0.6864565615418784,284,362,62.086021505376344,98.05560073491762,91.60362639679528,70,234,268,349,301.7970405422477,28.84513412806038
one_16.jpg,1,379,354,32817.82352941176,1259.1858530044556,153.97097778320312,0.3795375670335874,0.6989852949156221,360,334,56.62057983093225,84.56646624598166,79.69026074532682,76,202,387,362,317.82150071019083,26.86869029600853
one_17.jpg,1,344,356,33074.603921568625,1323.8548990488052,142.87258911132812,0.2544305703300079,0.7125788031818332,324,331,61.55697359113417,94.63496227304881,88.63466753124263,66,262,335,342,321.89146053143463,31.724978996404165
one_18.jpg,1,363,347,31754.050980392156,1296.1147849559784,151.83775329589844,0.25754237597440216,0.6888817437967049,347,318,63.74486353879178,97.32471634467954,90.27660226924256,67,262,359,336,331.6272540773239,32.821797073461816
one_19.jpg,1,362,379,28515.06274509804,1105.185853600502,140.79483032226562,0.38369615606058355,0.7969749191745118,354,366,62.804061226586306,99.08242303872889,92.7323220217101,68,179,375,393,331.09928388848107,14.53456226637823
one_20.jpg,1,332,372,33291.89803921569,1286.3818100690842,129.0055694580078,0.37127911815148895,0.7065958895964194,308,354,60.53432695692994,91.36313226147166,86.68803544184955,71,191,329,364,306.72765606310696,28.75326823201156
one_21.jpg,1,368,340,37682.14509803922,1326.014279961586,151.2804412841797,0.39396631420325445,0.702979321345157,348,304,50.10237773855259,81.59461634305887,76.00778735333817,80,203,371,335,331.0026985055278,40.696189816104635
one_22.jpg,1,352,346,37442.77254901961,1300.8843373060226,141.90650939941406,0.39650816256314975,0.7138604452718951,329,311,52.792974569404876,84.45822116515512,79.01680562452628,78,196,355,339,326.1354146345766,41.11588416024987
one_23.jpg,1,328,380,30429.23137254902,1230.0975395441055,124.30608367919922,0.3479395757186349,0.7076791727932458,306,366,55.78286648291776,88.58871226203449,83.33395295173386,68,195,316,368,302.8798356393754,25.54499960583402
one_24.jpg,1,366,346,37363.83137254902,1334.8254622220993,148.6056365966797,0.3935754648070783,0.715567287462012,345,310,50.822665130166044,81.34827929390812,75.75420355141166,79,201,371,345,330.45582743891373,41.12329259432052
one_25.jpg,1,381,332,33882.54509803921,1322.6000666618347,161.3391876220703,0.32837900701163647,0.662595618047095,365,297,52.009497222781825,87.13868823207758,79.6638846519124,74,225,378,321,336.05524922795604,37.73446890113557
one_26.jpg,1,358,307,60624.592156862745,1660.1219257116318,160.51441955566406,0.3345600289299814,0.7529805743349574,350,269,59.67057564108803,93.20164468882292,87.97275071772663,97,292,372,338,348.53360047068156,38.66193837746262
one_27.jpg,1,402,373,24212.976470588233,1041.93101978302,167.33262634277344,0.4748761003172399,0.692335793088332,394,355,68.70152794531565,103.70136710896662,96.79300361881785,71,149,406,372,337.66898008568984,18.507749027630755
one_28.jpg,1,352,345,34397.9568627451,1283.955404639244,144.06358337402344,0.3561833125406811,0.6881779626457875,327,314,51.63573883161512,83.49683337593366,77.54582374826049,73,206,352,338,321.53636152691075,38.77131064940612
one_29.jpg,1,380,374,29569.01568627451,1110.9015820026398,147.96824645996094,0.37881103564140367,0.7655130636325327,374,360,63.31978436301098,99.9013427702077,92.94817436168806,73,193,401,407,338.0293998371649,14.086660887158807
one_30.jpg,1,347,397,25110.03137254902,1026.1736600399017,124.43905639648438,0.3373204356797128,0.7471243464423732,331,388,59.11583446667962,92.72461628132893,86.89807654944627,62,184,343,394,300.80195036049275,17.49217447021285
one_31.jpg,1,341,355,30099.78431372549,1241.1686086654663,141.06460571289062,0.2591797799945886,0.6869432395877058,321,331,62.514320851807504,97.89789313570019,91.05038998025826,65,254,319,324,320.32389975731286,30.79192939158473
one_32.jpg,1,316,382,29734.63529411765,1307.796023964882,123.93541717529297,0.27943061758360216,0.7007192857745274,293,366,65.38136674408715,100.67987176551408,94.54293565376689,65,233,278,353,305.2296610206903,27.551914991215753
one_33.jpg,1,363,376,26340.976470588233,1116.6000663042068,143.8626251220703,0.34994987047167436,0.7369978556111508,351,359,70.72752144335995,106.49619195504289,99.62976929902396,64,185,369,381,325.45964365933867,20.569850513149433
one_34.jpg,1,365,310,64295.96862745098,1568.7249569892883,168.72337341308594,0.22222219667331808,0.775695343215062,362,271,59.49802341260113,90.75122579063496,85.5126716106889,117,530,424,608,356.06326911946104,38.342318756332695
one_35.jpg,1,360,372,31207.15294117647,1244.5411907434464,140.21961975097656,0.3510609717212137,0.7017742803798266,344,357,60.5328722971493,88.58926056888944,83.15448884438464,70,200,374,383,313.3698980358511,21.6102856398157
one_36.jpg,1,363,386,28502.623529411765,1092.641696214676,138.87928771972656,0.30843667245826023,0.7555010577661596,351,378,61.914644609946116,90.3802725057487,85.07591721865668,68,222,396,428,303.5762867276272,13.601052073737694
one_37.jpg,1,323,370,30089.117647058825,1208.7838317155838,129.87826538085938,0.30667930324492676,0.6933665612620343,301,351,61.096282853161355,94.60751207181515,88.36672392001815,66,215,299,347,310.50105500826675,28.79174159938245
one_38.jpg,1,359,340,32329.662745098038,1287.813269019127,152.5842742919922,0.33359772674753885,0.689537214572076,341,309,55.2493969364371,89.97699312507538,83.15242431552285,72,216,354,323,329.5008050705039,34.84947869967348
one_39.jpg,1,359,339,32710.725490196077,1286.984842658043,152.5833282470703,0.31481581016504556,0.693837322647027,340,308,54.5383835673613,89.2737083743255,82.20797185701934,71,226,349,317,328.63392677719236,35.91709766003058
one_40.jpg,1,351,317,57721.31764705882,1598.3645660877228,153.55731201171875,0.2921804114632117,0.776189470385032,341,283,60.13530594167348,94.10701144726083,88.92232215862633,92,315,376,369,344.1867053753719,34.4033712779481
one_41.jpg,1,382,357,29494.349019607842,1140.2152901887894,155.62088012695312,0.34997539867717176,0.7139947916023845,364,331,61.57826259683507,90.45136727802424,85.4616963517182,70,200,390,371,325.0723322626092,31.057453481319865
one_42.jpg,1,345,356,35221.13333333333,1321.9970351457596,137.56651306152344,0.3753896812752006,0.7058145112728238,321,328,57.10886392009988,88.55827437924816,83.41758912470523,74,198,350,352,318.73595520435026,36.05639791460742
one_43.jpg,1,339,354,31363.917647058825,1281.026472568512,140.30502319335938,0.3151548738295977,0.6959946504669507,317,329,58.37054986020503,92.30161540851196,85.6309412861137,70,222,327,336,318.49267023155653,32.5435647013294
one_44.jpg,1,322,386,28109.227450980394,1235.3696174621582,123.62206268310547,0.2610252827468728,0.7000432856342619,302,371,69.20972486589375,103.14528465132376,97.05409240353002,62,237,268,350,306.76028995757576,23.819450196220398
one_45.jpg,1,374,347,35829.388235294115,1322.2569204568863,156.1444549560547,0.3673610227822493,0.6994163327400543,365,324,63.43416243931708,99.0331642393498,92.97384497899962,78,213,381,351,339.1401485756665,24.30408453535817
one_46.jpg,1,382,365,24738.980392156864,1067.203097820282,156.62826538085938,0.3497992238781016,0.6913380875480543,372,345,74.3889631843927,110.65151038388923,103.66185494021397,64,184,387,366,333.76893643761076,21.511687858555753
one_47.jpg,1,324,373,33785.58431372549,1310.3818110227585,131.63824462890625,0.28304219954973153,0.7360284318080853,302,355,65.24035128264386,98.1508262075341,92.69620984515831,67,239,310,362,310.2447410027217,27.685568956726822
one_48.jpg,1,330,409,29003.29411764706,1164.1564155817032,114.38938903808594,0.3911126142381822,0.760452414971891,314,404,65.25029436501262,98.68104289318755,93.77584524810766,69,177,332,412,286.10494300303463,15.67351128546609
one_49.jpg,1,404,361,26089.78431372549,1075.7300095558167,171.5459442138672,0.408201594682397,0.6853126215676016,396,339,72.19501718213058,106.90983116689078,99.92981473180936,70,173,409,366,340.7831268037308,22.63767735009494
one_50.jpg,1,402,347,29641.207843137254,1238.801076889038,170.43174743652344,0.3759219118471575,0.6527687076361834,394,317,66.3344498079007,99.89955012642433,93.2348537089942,72,193,405,343,346.3813975187861,30.155367319588702
one_51.jpg,1,332,346,50094.84705882353,1501.2346241474152,136.55340576171875,0.291091240268821,0.8159217946283346,320,323,60.14218213900598,94.86854229977453,89.9595137731595,80,275,345,364,334.02098985620336,25.37030406430999
one_52.jpg,1,345,379,31077.250980392157,1211.0264719724655,136.5868377685547,0.360672230214473,0.8016700637780262,334,364,62.634402185861,98.28815049778588,92.40036431016614,70,194,356,391,324.90142029166043,17.764647112478624
one_53.jpg,1,349,374,31443.839215686276,1306.3401809930801,131.16311645507812,0.38111727149262115,0.7168813354412722,332,360,58.78529566808273,87.71037861639121,82.37781016465627,69,182,348,365,309.34746676426334,20.873570680899018
one_54.jpg,1,329,383,34086.81176470588,1245.9970350265503,131.7401885986328,0.33361412565973364,0.7984901970137862,315,367,64.36205413464847,99.19360018350729,93.70286156669343,72,216,340,397,318.2381680038057,20.69707709772521
one_55.jpg,1,353,404,26641.850980392155,1052.499561548233,126.34371185302734,0.34372112591351434,0.7724746022618363,344,398,66.64468904788113,97.93520454962392,92.85430196294259,66,192,376,426,302.3442637886413,10.155724464897961
one_56.jpg,1,382,347,29903.239215686273,1330.1147850751877,160.77113342285156,0.3958715427747048,0.6653783007251334,371,319,67.05223128676829,100.06965254980986,93.20843761172685,74,187,387,343,338.89351715377967,29.709626525383648
one_57.jpg,1,357,353,35253.541176470586,1286.1980458498,149.51852416992188,0.3219861142709125,0.7424258679140024,342,327,59.49456732634847,94.72434724763013,88.85783580021065,74,232,364,360,330.5618193554952,28.720869743209896
one_58.jpg,1,372,350,31705.223529411764,1192.8010770082474,153.43833923339844,0.31929096940952495,0.6986389057341149,352,322,56.997535580062845,87.47042696075411,81.84640502741667,71,222,378,356,324.51401643225876,33.24144001712679
one_59.jpg,1,336,398,26481.733333333334,1088.901582121849,120.23908233642578,0.34800634511175216,0.7270640596789318,320,388,58.59901318211945,91.98490315929008,86.3386479122174,63,182,325,392,300.2103219479841,18.010123079193875
one_60.jpg,1,353,351,37608.054901960786,1386.8254617452621,139.86807250976562,0.3944670861191749,0.7299014087289827,331,317,51.2562269252769,80.4701263584837,75.01996776038688,78,198,355,342,327.1424937186069,39.70056649897014
one_61.jpg,1,345,354,33464.549019607846,1316.0975399017334,143.2949676513672,0.22838524226930115,0.714271708225759,324,327,60.45653250954449,93.41570250342436,87.50928219625214,66,291,329,333,321.8022988448032,33.18099885578965
one_62.jpg,1,362,399,26074.756862745096,1015.8721442222595,132.77444458007812,0.3138261389117561,0.763000624386763,353,393,65.9621041572865,97.47782530391716,92.39002701485818,66,212,400,440,302.03996795309695,10.185465241232725
one_63.jpg,1,339,382,31716.70588235294,1286.0386654138565,129.8912353515625,0.3424455088615417,0.7297813727214114,323,369,56.3587605391101,84.75656963505446,79.66613330051081,68,201,346,383,308.930557706723,20.478610579061904
one_64.jpg,1,403,352,27848.403921568628,1134.8010771274567,172.61798095703125,0.3278597799276613,0.657750591187684,395,325,66.98124628249536,99.62433084916553,92.95815401840383,69,211,407,357,343.960497855296,27.660028207738172
one_65.jpg,1,329,391,26687.26274509804,1180.4406861066818,125.33643341064453,0.27963384943905456,0.7303883169203222,311,377,70.67823803967327,105.07478850641773,98.59466161026837,60,215,308,375,308.86483471395206,22.00598503152091
one_66.jpg,1,384,362,27065.56862745098,1099.7888842821121,158.24215698242188,0.39812206316975224,0.6868642365655492,374,340,72.23518611851105,106.44117647058823,99.73515011879906,71,179,389,361,337.2903198639434,23.331785832064593
one_67.jpg,1,346,380,27544.701960784314,1164.0142798423767,132.3402557373047,0.3437406717732373,0.7168898809523809,327,366,59.298259885407084,91.45769965339181,85.89930678361746,64,188,344,376,306.36119514787663,23.338135061680298
one_68.jpg,1,325,399,28015.39607843137,1138.7422009706497,115.91644287109375,0.3482803460873349,0.7256682727212725,307,390,57.14718991573229,90.15356222578174,84.68587645379205,66,192,313,392,297.1717319900456,19.29329212232616
one_69.jpg,1,344,380,29072.423529411764,1215.9137746095657,136.3569793701172,0.3021047433967663,0.7711168338303063,330,363,71.14675242019227,106.61926774528523,99.98690248886209,64,213,354,391,321.68951428509416,21.593801954071363
one_70.jpg,1,404,364,26276.066666666666,1079.002087712288,170.233642578125,0.4057610779701807,0.6895170473574921,397,344,71.2752661054037,105.36872751548418,98.26740347884137,71,177,410,369,341.6987476432541,20.801078485356896
one_71.jpg,1,396,366,32627.533333333333,1222.984842300415,163.0795135498047,0.38462191407801766,0.7058888241053454,393,348,64.52707646176911,99.87751124437781,93.04293853073463,82,215,416,421,351.96284636095345,17.502867716530588
one_72.jpg,1,335,361,32891.819607843136,1282.6416968107224,132.60301208496094,0.36140061791336303,0.6953137633272604,311,340,52.59489841316921,84.72961589796826,78.99335607296456,72,199,327,348,310.83164262700814,31.490138173881345
one_73.jpg,1,349,368,31700.054901960786,1238.2985509634018,135.9423828125,0.37365721736856883,0.704186141258219,328,352,59.0120444814096,88.87983242460648,84.42420601916028,71,191,353,366,306.6781851910375,25.77715320882471
one_74.jpg,1,400,357,35394.7137254902,1306.298550605774,168.9127197265625,0.3534622918181681,0.6796632352079386,398,336,64.41965174129353,98.80234936428967,92.40237700386955,88,250,419,433,354.47245516011566,20.33882654827844
one_75.jpg,1,382,360,26334.925490196078,1089.0020878314972,157.7368927001953,0.31029551815457457,0.7002715546503734,368,338,66.14544176409649,99.03759064673672,92.76738937398254,65,209,386,370,327.86860775459456,25.922177806795577
one_76.jpg,1,372,369,29510.560784313726,1151.3868639469147,147.26646423339844,0.37884541306258174,0.7056045186736135,355,354,59.50975068701785,87.8227328411085,83.19080886004701,72,190,384,383,309.8234912522267,22.00177884855186
one_77.jpg,1,389,344,37254.90980392157,1343.9137746095657,164.54051208496094,0.37988102743770913,0.6700734735705594,384,320,64.29592479781536,99.17760739418128,92.88244407100095,85,226,403,371,348.3590248939878,23.692964798008383
one_78.jpg,1,315,391,28208.92156862745,1177.8132693767548,120.07457733154297,0.330407406280504,0.7039003705543034,294,377,62.74367919314728,97.96874136501796,92.13125172699641,64,196,286,374,303.4989577238063,24.919286578139115
one_79.jpg,1,333,394,24666.074509803922,1075.6711338758469,124.27633666992188,0.30963352556292134,0.7322334833128816,317,383,67.56438496762988,102.20527396178747,96.08684667614085,60,194,319,384,306.14313524244164,18.647888515975282
one_80.jpg,1,348,358,29133.98431372549,1229.5289989709854,143.38107299804688,0.290089473914996,0.6840354900289347,328,335,61.98024930655349,95.67349530461517,89.47217859171874,66,227,336,338,320.1737920200768,29.675993796670053
one_81.jpg,1,343,324,54708.14117647059,1612.950352191925,148.09033203125,0.30076897415242915,0.7647275666019198,331,294,59.988906440726645,94.76588640769728,89.83016801895599,87,292,354,343,339.5651372626029,31.84826732122532
one_82.jpg,1,351,314,57540.01960784314,1648.4650702476501,153.84902954101562,0.3191383914308243,0.7361258853747762,340,279,58.77833176812089,94.3033381712627,89.25610859728506,93,293,358,324,342.8049205879329,35.805155836681294
one_83.jpg,1,364,368,25662.61568627451,1109.688379406929,147.0677032470703,0.2993805924874521,0.7107092791096132,348,349,68.5368017898449,103.40923741989306,96.54779871828903,61,207,362,362,320.16136600497407,23.731904815906912
one_84.jpg,1,384,364,31172.345098039215,1213.1858524084091,155.16961669921875,0.38161664463348405,0.715533061377158,378,348,64.5671609040469,100.85323344095796,94.1980188708818,77,202,402,396,341.51787032814303,16.444405611838267
one_85.jpg,1,366,368,30654.866666666665,1170.014279961586,147.14694213867188,0.3583100700626767,0.7774459999224416,358,352,64.18893172332494,101.10195303788193,94.06266925797304,71,200,380,387,332.3706096593872,17.20277619591127
one_86.jpg,1,343,355,35371.02352941177,1329.9970346689224,136.63479614257812,0.3748762838456115,0.7074830625031837,318,328,56.865342651161505,88.54871143275419,83.63983647763997,74,197,347,351,317.82501792589244,36.16092207325055
one_87.jpg,1,391,343,36000.282352941176,1321.6711341142654,163.60577392578125,0.4027706890759029,0.6903131927693195,374,313,51.12460289445817,81.86741426593174,76.13739172934372,81,203,397,347,331.03429085242374,33.90904693738264
one_88.jpg,1,334,388,30698.811764705883,1217.712764263153,121.959716796875,0.37312336832287535,0.7378646719635664,314,378,64.6380428562345,96.34990780186939,91.53859604501812,68,183,331,381,297.03122874288147,21.443973540913102
one_89.jpg,1,344,385,29516.164705882355,1169.4284936189651,127.44953918457031,0.36475326008100845,0.731587520044445,325,375,65.05231654485928,96.0336982043057,91.37101094612918,67,185,349,387,296.49048607466574,20.99747925847963
one_90.jpg,1,326,381,32281.38823529412,1281.068102478981,130.5165252685547,0.28021408928591635,0.7490506441423856,307,363,69.04073492082678,102.4133023087151,96.55249002780128,66,237,320,378,312.64151759610496,25.44553877405051
one_91.jpg,1,307,378,32801.10196078431,1341.553383588791,123.37132263183594,0.29736768470910024,0.6927522480753887,281,361,61.18328977070215,96.88659855055245,90.39830105738386,71,240,265,349,302.54433579901416,30.203875446013544
one_92.jpg,1,400,344,29594.756862745096,1175.5706285238266,170.1755828857422,0.3536945488146882,0.659345284134856,392,314,64.01598128377488,98.47324370633979,91.69790431000395,71,203,403,340,345.1430334569104,30.848986515291312
one_93.jpg,1,383,371,25237.129411764705,1027.4041090011597,154.73411560058594,0.4265631172430264,0.7097695786375708,374,352,70.23582573767959,105.47253978062722,98.20040939286267,69,163,390,373,336.23678835389023,20.05764099048868
one_94.jpg,1,355,326,56700.16862745098,1414.5411915779114,153.37120056152344,0.24224956789007862,0.8087871331779578,346,296,61.94787956705294,96.2546430619017,90.75018676488473,95,394,424,471,343.6394485143896,30.246888422577175
one_95.jpg,1,367,383,27356.666666666668,1118.3157960176468,139.07147216796875,0.3609049817347675,0.7176502038361291,352,374,61.40819894391323,92.63504352790068,87.3096546310832,67,187,377,395,300.1413493894683,16.663275207201583
one_96.jpg,1,352,390,29065.305882352943,1129.1269773244858,133.10499572753906,0.31208169832317617,0.7578241035433906,340,382,60.66999663639422,89.54147325933401,84.46871846619577,67,215,382,421,303.40752354748685,14.116996174371392
one_97.jpg,1,357,283,78420.0431372549,1813.4772624969482,176.0789794921875,0.27851722813745206,0.7519229836558514,-304,231,57.58783664847738,88.18340583901225,82.6487414187643,113,409,370,422,274.4626254200507,663.9992122722753
one_98.jpg,1,343,372,30132.274509803923,1257.9554047584534,138.24481201171875,0.28274400409810135,0.7429471032745592,327,352,71.08485259891388,105.08604861649857,98.94359322472201,64,228,349,377,321.32086076092327,24.754252020726227
one_99.jpg,1,387,355,33794.67843137255,1277.4284934997559,160.29183959960938,0.3649393374105516,0.6859241960816731,382,335,65.52118215204881,100.87527833203204,94.3078279980336,80,221,405,393,346.85019522935653,20.015466075217393
two_0.jpg,2,354,329,42878.933333333334,1668.9503524303436,147.49745178222656,0.39825174547984776,0.7012562080046743,331,286,55.97065247065247,91.52015652015652,85.62071162071162,83,209,361,331,331.7435443179268,47.93205409165391
two_1.jpg,2,374,334,33040.34117647059,1264.8427073955536,156.95970153808594,0.3438599583449044,0.6575286831150371,360,298,63.364216308810065,99.68675979798576,92.56507870876281,73,214,368,320,338.26014770577746,37.70430420798259
two_2.jpg,2,372,322,43202.36862745098,1623.3940026760101,155.76034545898438,0.46376005423286737,0.6967503680613244,354,279,52.80498056585013,88.23149236192714,81.22640784597306,93,200,380,315,337.74869529049283,45.473451019508325
two_3.jpg,2,383,332,42077.03921568627,1431.8548991680145,159.05838012695312,0.3750866536024978,0.6998638742570156,374,301,62.67688404785179,98.69801703672671,92.91323371968534,87,233,399,356,344.23517186100617,31.516382343220084
two_4.jpg,2,340,371,34018.51372549019,1313.7543940544128,130.92869567871094,0.36060000680395277,0.7342078353326663,317,352,71.34714207791463,103.65458042660696,98.37338156345994,71,197,346,373,310.3413141837604,29.29576127551024
two_5.jpg,2,381,342,30745.149019607845,1203.6295037269592,157.45285034179688,0.33255518743706286,0.6765680274018755,368,310,66.61040774234492,100.64489925432333,93.49804854831032,71,215,377,337,339.00274944364537,33.74889698750451
