filename,width,height,class,xmin,ymin,xmax,ymax
five_0.jpg,640,480,5,232,16,529,480
five_1.jpg,640,480,5,190,179,448,480
five_10.jpg,640,480,5,182,175,448,480
five_11.jpg,640,480,5,250,0,512,480
five_12.jpg,640,480,5,211,152,501,480
five_13.jpg,640,480,5,216,169,518,480
five_14.jpg,640,480,5,150,276,433,480
five_15.jpg,640,480,5,251,82,547,480
five_16.jpg,640,480,5,152,314,420,480
five_17.jpg,640,480,5,198,215,449,480
five_18.jpg,640,480,5,187,61,544,480
five_19.jpg,640,480,5,153,256,435,480
five_2.jpg,640,480,5,240,135,531,480
five_20.jpg,640,480,5,212,146,521,480
five_21.jpg,640,480,5,239,213,461,480
five_22.jpg,640,480,5,240,192,501,480
five_23.jpg,640,480,5,223,187,461,480
five_24.jpg,640,480,5,218,193,454,480
five_25.jpg,640,480,5,112,259,480,480
five_26.jpg,640,480,5,157,98,544,480
five_27.jpg,640,480,5,172,66,540,480
five_28.jpg,640,480,5,165,200,433,480
five_29.jpg,640,480,5,175,234,426,480
five_3.jpg,640,480,5,250,240,452,480
five_30.jpg,640,480,5,144,213,484,480
five_31.jpg,640,480,5,169,181,491,480
five_32.jpg,640,480,5,314,173,528,480
five_33.jpg,640,480,5,208,256,448,480
five_34.jpg,640,480,5,148,233,448,480
five_35.jpg,640,480,5,164,312,416,480
five_36.jpg,640,480,5,254,222,500,480
five_37.jpg,640,480,5,210,246,485,480
five_38.jpg,640,480,5,213,240,446,480
five_39.jpg,640,480,5,128,278,483,480
five_4.jpg,640,480,5,288,192,502,480
five_40.jpg,640,480,5,233,326,449,480
five_41.jpg,640,480,5,201,157,528,480
five_42.jpg,640,480,5,246,0,512,480
five_43.jpg,640,480,5,157,320,418,480
five_44.jpg,640,480,5,245,193,473,480
five_45.jpg,640,480,5,224,199,448,480
five_46.jpg,640,480,5,224,282,446,480
five_47.jpg,640,480,5,182,281,437,480
five_48.jpg,640,480,5,208,224,436,480
five_49.jpg,640,480,5,176,260,494,480
five_5.jpg,640,480,5,256,151,504,480
five_50.jpg,640,480,5,225,224,518,480
five_51.jpg,640,480,5,164,332,436,480
five_52.jpg,640,480,5,234,246,450,480
five_53.jpg,640,480,5,257,128,526,480
five_54.jpg,640,480,5,204,208,445,480
five_55.jpg,640,480,5,317,185,527,480
five_56.jpg,640,480,5,288,147,544,480
five_57.jpg,640,480,5,191,204,439,480
five_58.jpg,640,480,5,192,324,436,480
five_59.jpg,640,480,5,240,208,456,480
five_6.jpg,640,480,5,176,216,512,480
five_60.jpg,640,480,5,205,336,443,480
five_61.jpg,640,480,5,165,277,436,480
five_62.jpg,640,480,5,187,346,442,480
five_63.jpg,640,480,5,172,265,416,480
five_64.jpg,640,480,5,165,331,435,480
five_65.jpg,640,480,5,274,201,476,480
five_66.jpg,640,480,5,275,167,502,480
five_67.jpg,640,480,5,228,17,526,480
five_68.jpg,640,480,5,157,235,433,480
five_69.jpg,640,480,5,158,236,433,480
five_7.jpg,640,480,5,217,284,449,480
five_70.jpg,640,480,5,320,115,548,480
five_71.jpg,640,480,5,166,312,422,480
five_72.jpg,640,480,5,137,236,508,480
five_73.jpg,640,480,5,256,159,528,480
