filename,width,height,class,xmin,ymin,xmax,ymax
five_0.jpg,640,480,5,170,12,571,480
five_1.jpg,640,480,5,146,67,410,384
five_10.jpg,640,480,5,157,61,436,387
five_100.jpg,640,480,5,256,50,571,401
five_101.jpg,640,480,5,243,68,524,446
five_102.jpg,640,480,5,155,58,443,381
five_103.jpg,640,480,5,159,104,384,416
five_104.jpg,640,480,5,48,144,218,355
five_105.jpg,640,480,5,285,48,550,357
five_106.jpg,640,480,5,202,92,437,413
five_107.jpg,640,480,5,136,105,384,397
five_108.jpg,640,480,5,76,16,464,465
five_109.jpg,640,480,5,205,124,476,469
five_11.jpg,640,480,5,77,68,314,353
five_110.jpg,640,480,5,20,154,212,389
five_111.jpg,640,480,5,160,125,438,456
five_112.jpg,640,480,5,147,82,402,337
five_113.jpg,640,480,5,195,33,564,474
five_114.jpg,640,480,5,52,96,278,382
five_115.jpg,640,480,5,298,137,508,387
five_116.jpg,640,480,5,108,36,368,335
five_117.jpg,640,480,5,199,69,476,440
five_118.jpg,640,480,5,130,124,352,366
five_119.jpg,640,480,5,48,161,239,411
five_12.jpg,640,480,5,128,64,399,374
five_120.jpg,640,480,5,192,48,519,444
five_121.jpg,640,480,5,28,54,290,381
five_122.jpg,640,480,5,192,30,468,354
five_123.jpg,640,480,5,192,76,440,379
five_124.jpg,640,480,5,93,67,420,474
five_125.jpg,640,480,5,240,80,490,392
five_126.jpg,640,480,5,259,80,550,401
five_127.jpg,640,480,5,238,69,499,394
five_128.jpg,640,480,5,66,84,332,403
five_129.jpg,640,480,5,111,12,496,473
five_13.jpg,640,480,5,88,172,278,416
five_130.jpg,640,480,5,262,40,582,382
five_131.jpg,640,480,5,91,96,450,475
five_132.jpg,640,480,5,134,40,430,384
five_133.jpg,640,480,5,180,32,576,480
five_134.jpg,640,480,5,129,50,480,480
five_135.jpg,640,480,5,55,80,391,472
five_136.jpg,640,480,5,160,32,461,389
five_137.jpg,640,480,5,241,44,578,421
five_138.jpg,640,480,5,102,64,478,475
five_139.jpg,640,480,5,88,74,428,465
five_14.jpg,640,480,5,101,82,346,382
five_140.jpg,640,480,5,273,26,608,394
five_141.jpg,640,480,5,66,76,407,472
five_142.jpg,640,480,5,107,81,406,423
five_143.jpg,640,480,5,210,131,549,480
five_144.jpg,640,480,5,61,74,395,470
five_145.jpg,640,480,5,252,41,614,420
five_146.jpg,640,480,5,166,73,534,480
five_147.jpg,640,480,5,308,91,559,394
five_148.jpg,640,480,5,96,114,373,442
five_149.jpg,640,480,5,106,90,397,450
five_15.jpg,640,480,5,230,78,477,388
five_150.jpg,640,480,5,142,115,365,434
five_151.jpg,640,480,5,25,54,391,474
five_152.jpg,640,480,5,169,133,409,402
five_153.jpg,640,480,5,35,68,277,353
five_154.jpg,640,480,5,294,162,563,443
five_155.jpg,640,480,5,244,91,506,434
five_156.jpg,640,480,5,118,76,428,441
five_157.jpg,640,480,5,96,124,403,474
five_158.jpg,640,480,5,166,38,443,358
five_159.jpg,640,480,5,210,155,406,386
five_16.jpg,640,480,5,192,34,563,480
five_160.jpg,640,480,5,72,101,304,422
five_161.jpg,640,480,5,58,86,401,432
five_162.jpg,640,480,5,134,113,378,433
five_163.jpg,640,480,5,102,124,309,411
five_164.jpg,640,480,5,118,86,420,448
five_165.jpg,640,480,5,235,101,485,405
five_166.jpg,640,480,5,164,133,378,401
five_167.jpg,640,480,5,91,182,301,405
five_168.jpg,640,480,5,250,72,521,388
five_169.jpg,640,480,5,118,88,352,397
five_17.jpg,640,480,5,93,59,512,480
five_170.jpg,640,480,5,128,132,400,427
five_171.jpg,640,480,5,164,136,442,421
five_172.jpg,640,480,5,243,67,580,436
five_173.jpg,640,480,5,70,73,424,470
five_174.jpg,640,480,5,160,138,336,371
five_175.jpg,640,480,5,152,81,383,376
five_176.jpg,640,480,5,175,150,424,434
five_177.jpg,640,480,5,221,72,462,391
five_178.jpg,640,480,5,120,167,305,400
five_179.jpg,640,480,5,171,119,456,419
five_18.jpg,640,480,5,172,64,462,395
five_180.jpg,640,480,5,84,74,426,473
five_181.jpg,640,480,5,298,148,506,396
five_182.jpg,640,480,5,152,120,328,424
five_183.jpg,640,480,5,131,241,355,480
five_184.jpg,640,480,5,171,112,449,454
five_185.jpg,640,480,5,128,140,325,383
five_186.jpg,640,480,5,176,72,544,480
five_187.jpg,640,480,5,220,66,557,480
